timestamp,power_consumption_w,power_injected,is_fault
2023-03-10 12:58:00,1.606,1.606,0
2023-03-10 19:03:00,1.088,1.7101891535776752,1
2023-03-11 06:11:00,1.168,1.168,0
2023-03-11 06:19:00,1.188,1.188,0
2023-03-11 13:46:00,1.645,1.645,0
2023-03-12 16:35:00,1.514,1.514,0
2023-03-12 23:51:00,1.469,1.469,0
2023-03-13 00:52:00,1.565,1.565,0
2023-03-14 02:21:00,1.56,1.56,0
2023-03-14 13:46:00,1.542,1.542,0
2023-03-14 21:38:00,1.267,1.267,0
2023-03-15 03:52:00,1.391,1.391,0
2023-03-15 06:58:00,1.117,1.117,0
2023-03-15 12:18:00,1.64,1.64,0
2023-03-15 16:36:00,1.437,1.437,0
2023-03-16 03:41:00,1.49,1.49,0
2023-03-16 04:01:00,1.44,1.44,0
2023-03-16 15:14:00,1.548,1.548,0
2023-03-16 16:59:00,1.444,1.444,0
2023-03-16 17:07:00,1.273,1.273,0
2023-03-17 07:54:00,1.135,1.135,0
2023-03-17 13:40:00,1.666,1.666,0
2023-03-17 17:29:00,1.247,1.247,0
2023-03-18 00:05:00,1.655,1.655,0
2023-03-18 03:33:00,1.476,1.476,0
2023-03-18 05:48:00,1.391,1.391,0
2023-03-18 16:14:00,1.362,1.362,0
2023-03-19 02:30:00,1.433,1.433,0
2023-03-19 17:57:00,1.171,1.171,0
2023-03-20 01:51:00,1.649,1.649,0
2023-03-20 07:10:00,1.095,1.095,0
2023-03-20 17:01:00,1.199,1.199,0
2023-03-20 18:03:00,1.045,1.045,0
2023-03-21 05:09:00,1.247,1.247,0
2023-03-21 07:31:00,1.038,1.038,0
2023-03-21 09:40:00,1.263,1.263,0
2023-03-21 17:18:00,1.161,1.161,0
2023-03-22 14:31:00,1.596,1.596,0
2023-03-22 15:42:00,1.552,1.552,0
2023-03-22 18:45:00,1.034,1.034,0
2023-03-22 19:14:00,1.075,1.075,0
2023-03-22 21:03:00,1.307,1.307,0
2023-03-24 02:18:00,1.608,1.608,0
2023-03-24 06:06:00,1.182,1.182,0
2023-03-24 09:16:00,1.297,1.297,0
2023-03-24 10:23:00,1.458,1.458,0
2023-03-24 15:04:00,1.628,1.628,0
2023-03-24 20:21:00,1.318,1.318,0
2023-03-25 07:33:00,1.104,1.104,0
2023-03-25 13:07:00,1.587,1.587,0
2023-03-26 02:53:00,1.597,1.597,0
2023-03-26 06:09:00,1.207,1.207,0
2023-03-26 09:43:00,1.31,1.31,0
2023-03-27 03:36:00,1.536,1.536,0
2023-03-28 01:46:00,1.548,1.548,0
2023-03-28 03:51:00,1.467,1.467,0
2023-03-28 17:42:00,1.165,1.165,0
2023-03-28 20:24:00,1.216,1.216,0
2023-03-29 15:33:00,1.635,1.635,0
2023-03-29 21:21:00,1.325,1.325,0
2023-03-30 02:08:00,1.618,1.618,0
2023-03-30 19:24:00,1.097,1.097,0
2023-03-31 01:52:00,1.568,1.568,0
2023-04-02 01:27:00,1.55,1.55,0
2023-04-02 22:29:00,1.353,1.353,0
2023-04-02 23:37:00,1.425,1.425,0
2023-04-03 06:31:00,1.211,1.211,0
2023-04-03 10:21:00,1.476,1.476,0
2023-04-03 13:05:00,1.651,1.651,0
2023-04-03 17:52:00,1.186,1.186,0
2023-04-03 22:36:00,1.316,1.316,0
2023-04-04 23:42:00,1.44,1.44,0
2023-04-05 01:00:00,1.536,1.536,0
2023-04-05 01:16:00,1.549,1.549,0
2023-04-05 02:09:00,1.563,1.563,0
2023-04-05 06:06:00,1.165,1.165,0
2023-04-05 13:22:00,1.559,1.559,0
2023-04-06 03:03:00,1.569,1.569,0
2023-04-06 03:28:00,1.474,1.474,0
2023-04-06 14:59:00,1.569,1.569,0
2023-04-07 07:52:00,1.154,1.154,0
2023-04-07 08:27:00,1.036,1.036,0
2023-04-07 09:28:00,1.318,1.318,0
2023-04-07 14:37:00,1.628,1.6821499953190227,1
2023-04-07 22:26:00,1.326,1.4571287007423224,1
2023-04-08 02:18:00,1.521,1.7195672714482018,1
2023-04-08 04:15:00,1.349,1.6891399918871544,1
2023-04-08 04:48:00,1.371,1.371,0
2023-04-08 13:45:00,1.625,1.625,0
2023-04-08 15:22:00,1.607,1.607,0
2023-04-08 20:56:00,1.164,1.164,0
2023-04-09 03:14:00,1.393,1.393,0
2023-04-09 04:55:00,1.338,1.338,0
2023-04-09 05:43:00,1.172,1.172,0
2023-04-09 11:29:00,1.671,1.671,0
2023-04-09 23:44:00,1.425,1.425,0
2023-04-10 07:37:00,1.044,1.044,0
2023-04-11 02:49:00,1.531,1.531,0
2023-04-11 03:58:00,1.563,1.563,0
2023-04-11 04:29:00,1.397,1.397,0
2023-04-11 08:33:00,0.971,0.971,0
2023-04-11 11:12:00,1.578,1.578,0
2023-04-11 15:32:00,1.66,1.66,0
2023-04-11 23:30:00,1.458,1.458,0
2023-04-12 00:36:00,1.521,1.521,0
2023-04-12 01:50:00,1.623,1.623,0
2023-04-12 05:37:00,1.337,1.337,0
2023-04-12 13:33:00,1.53,1.53,0
2023-04-12 16:09:00,1.421,1.421,0
2023-04-13 09:31:00,1.165,1.165,0
2023-04-13 22:40:00,1.361,1.361,0
2023-04-13 23:55:00,1.42,1.42,0
2023-04-14 03:56:00,1.521,1.521,0
2023-04-14 08:10:00,0.992,0.992,0
2023-04-14 16:02:00,1.537,1.537,0
2023-04-15 04:06:00,1.276,1.276,0
2023-04-15 06:25:00,1.175,1.175,0
2023-04-15 18:55:00,1.116,1.116,0
2023-04-15 22:38:00,1.429,1.429,0
2023-04-16 07:35:00,1.096,1.096,0
2023-04-16 11:13:00,1.563,1.563,0
2023-04-16 22:27:00,1.45,1.45,0
2023-04-16 22:49:00,1.404,1.404,0
2023-04-17 16:14:00,1.457,1.457,0
2023-04-18 08:01:00,1.039,1.039,0
2023-04-18 19:21:00,1.028,1.028,0
2023-04-18 23:26:00,1.459,1.459,0
2023-04-19 14:10:00,1.582,1.582,0
2023-04-20 01:26:00,1.584,1.584,0
2023-04-20 15:30:00,1.556,1.556,0
2023-04-20 17:42:00,1.285,1.285,0
2023-04-20 18:39:00,1.074,1.074,0
2023-04-20 19:04:00,1.012,1.012,0
2023-04-20 20:01:00,1.195,1.195,0
2023-04-20 21:20:00,1.41,1.41,0
2023-04-21 00:18:00,1.626,1.626,0
2023-04-21 03:52:00,1.371,1.371,0
2023-04-21 03:52:00,1.397,1.397,0
2023-04-21 06:49:00,1.131,1.131,0
2023-04-21 07:43:00,1.069,1.069,0
2023-04-21 15:15:00,1.557,1.557,0
2023-04-21 15:44:00,1.691,1.691,0
2023-04-21 18:54:00,1.038,1.038,0
2023-04-21 20:44:00,1.173,1.173,0
2023-04-21 23:47:00,1.353,1.353,0
2023-04-22 04:02:00,1.381,1.381,0
2023-04-22 05:04:00,1.391,1.391,0
2023-04-22 05:57:00,1.311,1.311,0
2023-04-22 19:03:00,1.092,1.092,0
2023-04-23 07:38:00,1.047,1.047,0
2023-04-23 09:00:00,1.205,1.205,0
2023-04-23 12:43:00,1.675,1.675,0
2023-04-23 18:01:00,1.011,1.011,0
2023-04-24 12:24:00,1.57,1.57,0
2023-04-24 15:07:00,1.56,1.56,0
2023-04-24 22:12:00,1.282,1.282,0
2023-04-25 03:46:00,1.422,1.422,0
2023-04-25 07:14:00,1.055,1.055,0
2023-04-25 10:21:00,1.593,1.593,0
2023-04-25 20:05:00,1.087,1.087,0
2023-04-25 22:52:00,1.393,1.393,0
2023-04-26 00:08:00,1.561,1.561,0
2023-04-26 00:54:00,1.607,1.607,0
2023-04-26 11:29:00,1.596,1.596,0
2023-04-26 12:26:00,1.586,1.586,0
2023-04-27 09:33:00,1.167,1.167,0
2023-04-28 01:40:00,1.611,1.611,0
2023-04-28 06:46:00,1.137,1.137,0
2023-04-28 10:54:00,1.462,1.462,0
2023-04-28 12:56:00,1.638,1.638,0
2023-04-29 07:02:00,1.04,1.04,0
2023-04-29 07:17:00,1.084,1.084,0
2023-04-29 09:50:00,1.153,1.153,0
2023-04-29 13:50:00,1.555,1.555,0
2023-04-29 21:19:00,1.285,1.285,0
2023-04-30 02:20:00,1.526,0.32127430650130434,1
2023-04-30 17:14:00,1.28,1.28,0
2023-04-30 22:11:00,1.431,1.431,0
2023-05-02 04:31:00,1.332,1.332,0
2023-05-02 12:40:00,1.616,1.616,0
2023-05-02 15:02:00,1.593,1.593,0
2023-05-02 18:45:00,1.106,1.106,0
2023-05-02 19:09:00,1.013,1.013,0
2023-05-03 06:57:00,1.19,1.19,0
2023-05-03 07:02:00,1.023,1.023,0
2023-05-03 10:00:00,1.423,1.423,0
2023-05-03 11:57:00,1.583,1.583,0
2023-05-03 19:23:00,0.934,0.934,0
2023-05-04 08:09:00,0.96,0.96,0
2023-05-04 13:18:00,1.522,1.522,0
2023-05-05 03:50:00,1.466,1.466,0
2023-05-05 10:08:00,1.454,1.454,0
2023-05-05 17:45:00,1.246,1.246,0
2023-05-06 00:01:00,1.671,1.671,0
2023-05-06 13:43:00,1.603,1.603,0
2023-05-06 20:42:00,1.183,1.183,0
2023-05-06 22:48:00,1.37,1.37,0
2023-05-07 01:46:00,1.622,1.622,0
2023-05-07 07:05:00,1.013,1.013,0
2023-05-07 15:51:00,1.589,1.589,0
2023-05-07 17:54:00,1.139,1.139,0
2023-05-08 06:14:00,1.225,1.225,0
2023-05-08 20:28:00,1.19,1.19,0
2023-05-09 15:17:00,1.561,1.561,0
2023-05-09 19:03:00,1.061,1.061,0
2023-05-10 11:14:00,1.606,1.606,0
2023-05-10 14:16:00,1.576,1.576,0
2023-05-10 20:42:00,1.19,1.19,0
2023-05-10 20:55:00,1.186,1.186,0
2023-05-11 07:06:00,1.13,1.13,0
2023-05-11 08:18:00,1.013,1.013,0
2023-05-11 23:03:00,1.409,1.409,0
2023-05-12 16:36:00,1.426,1.426,0
2023-05-12 19:32:00,1.166,1.166,0
2023-05-13 03:32:00,1.383,0.35410842891571526,1
2023-05-13 07:02:00,1.047,1.047,0
2023-05-13 11:12:00,1.569,1.569,0
2023-05-14 04:35:00,1.404,1.404,0
2023-05-14 08:12:00,0.92,0.92,0
2023-05-14 14:02:00,1.618,1.618,0
2023-05-14 19:04:00,1.037,1.037,0
2023-05-14 22:56:00,1.279,1.279,0
2023-05-15 12:26:00,1.619,1.619,0
2023-05-16 01:47:00,1.512,1.512,0
2023-05-16 07:54:00,1.139,1.139,0
2023-05-16 07:55:00,1.036,1.036,0
2023-05-16 09:33:00,1.15,1.15,0
2023-05-17 13:14:00,1.707,1.707,0
2023-05-18 01:16:00,1.66,1.66,0
2023-05-18 04:05:00,1.343,1.343,0
2023-05-18 14:53:00,1.641,1.641,0
2023-05-18 19:10:00,1.112,1.112,0
2023-05-19 01:05:00,1.587,1.587,0
2023-05-19 08:18:00,0.948,0.948,0
2023-05-20 03:46:00,1.54,1.54,0
2023-05-20 04:42:00,1.347,1.347,0
2023-05-20 11:44:00,1.618,1.618,0
2023-05-20 14:12:00,1.568,1.568,0
2023-05-20 15:19:00,1.572,1.572,0
2023-05-20 20:18:00,1.167,1.167,0
2023-05-20 21:41:00,1.294,1.294,0
2023-05-21 06:26:00,1.241,1.241,0
2023-05-21 07:52:00,1.011,1.011,0
2023-05-21 13:03:00,1.598,1.598,0
2023-05-21 14:01:00,1.658,1.658,0
2023-05-21 14:51:00,1.653,1.653,0
2023-05-21 15:19:00,1.535,1.535,0
2023-05-21 16:15:00,1.442,1.442,0
2023-05-21 16:55:00,1.43,1.43,0
2023-05-22 00:52:00,1.562,1.562,0
2023-05-22 02:49:00,1.582,1.582,0
2023-05-22 12:30:00,1.608,1.608,0
2023-05-22 16:32:00,1.496,1.496,0
2023-05-22 16:42:00,1.417,1.417,0
2023-05-23 03:03:00,1.518,1.518,0
2023-05-23 12:49:00,1.562,1.562,0
2023-05-23 17:35:00,1.235,0.3384140051535505,1
2023-05-23 22:03:00,1.356,1.356,0
2023-05-24 11:09:00,1.575,1.575,0
2023-05-24 11:33:00,1.527,1.527,0
2023-05-25 08:34:00,1.043,1.043,0
2023-05-25 23:23:00,1.387,1.387,0
2023-05-26 02:19:00,1.657,1.657,0
2023-05-26 02:54:00,1.555,1.555,0
2023-05-26 04:10:00,1.296,1.296,0
2023-05-26 04:51:00,1.364,1.364,0
2023-05-26 07:46:00,1.109,1.109,0
2023-05-26 13:48:00,1.566,1.566,0
2023-05-26 18:06:00,0.967,0.967,0
2023-05-27 13:24:00,1.644,1.644,0
2023-05-28 03:07:00,1.396,1.396,0
2023-05-28 03:36:00,1.445,1.445,0
2023-05-28 16:00:00,1.503,1.503,0
2023-05-28 18:17:00,0.965,0.965,0
2023-05-29 00:37:00,1.646,1.646,0
2023-05-29 01:05:00,1.592,1.592,0
2023-05-29 04:56:00,1.268,1.268,0
2023-05-29 09:11:00,1.197,1.197,0
2023-05-29 11:03:00,1.621,1.621,0
2023-05-30 12:56:00,1.631,1.631,0
2023-05-30 19:59:00,1.178,1.178,0
2023-05-31 00:52:00,1.68,1.68,0
2023-05-31 05:33:00,1.255,1.255,0
2023-05-31 09:49:00,1.182,1.182,0
2023-05-31 10:45:00,1.402,1.402,0
2023-05-31 21:48:00,1.368,1.368,0
2023-06-01 00:31:00,1.634,1.634,0
2023-06-01 00:52:00,1.657,1.657,0
2023-06-01 09:12:00,1.081,1.081,0
2023-06-01 13:21:00,1.619,1.619,0
2023-06-02 15:53:00,1.623,1.623,0
2023-06-02 19:30:00,1.054,1.054,0
2023-06-03 01:09:00,1.473,1.473,0
2023-06-03 06:42:00,1.185,1.185,0
2023-06-03 07:13:00,1.076,1.076,0
2023-06-03 09:17:00,1.262,1.262,0
2023-06-05 00:29:00,1.602,1.602,0
2023-06-05 06:35:00,1.244,1.244,0
2023-06-05 17:00:00,1.215,1.215,0
2023-06-05 21:03:00,1.234,1.234,0
2023-06-06 04:30:00,1.377,1.377,0
2023-06-06 04:38:00,1.361,1.361,0
2023-06-06 07:52:00,1.05,1.05,0
2023-06-06 10:15:00,1.469,1.469,0
2023-06-06 13:24:00,1.588,1.588,0
2023-06-06 14:04:00,1.618,1.618,0
2023-06-06 15:27:00,1.663,1.663,0
2023-06-06 16:44:00,1.372,1.372,0
2023-06-07 08:03:00,1.097,1.097,0
2023-06-07 10:27:00,1.416,1.416,0
2023-06-07 12:03:00,1.511,1.511,0
2023-06-07 13:53:00,1.633,1.633,0
2023-06-08 02:41:00,1.559,1.559,0
2023-06-08 15:22:00,1.584,1.584,0
2023-06-08 22:50:00,1.346,1.346,0
2023-06-09 21:54:00,1.348,1.348,0
2023-06-10 14:27:00,1.661,1.661,0
2023-06-11 03:52:00,1.573,1.573,0
2023-06-11 10:43:00,1.468,1.468,0
2023-06-12 00:38:00,1.651,1.651,0
2023-06-12 08:23:00,1.037,1.037,0
2023-06-12 11:37:00,1.617,1.617,0
2023-06-12 19:40:00,1.101,1.7871409772866218,1
2023-06-13 03:13:00,1.376,1.376,0
2023-06-13 13:15:00,1.693,1.693,0
2023-06-13 15:30:00,1.493,1.493,0
2023-06-14 03:45:00,1.456,1.456,0
2023-06-14 16:58:00,1.501,1.501,0
2023-06-14 18:29:00,1.073,1.073,0
2023-06-14 21:28:00,1.343,1.343,0
2023-06-15 08:01:00,1.108,1.108,0
2023-06-15 12:10:00,1.552,1.552,0
2023-06-15 12:49:00,1.601,1.601,0
2023-06-15 15:44:00,1.548,1.548,0
2023-06-15 22:47:00,1.297,1.297,0
2023-06-16 07:47:00,1.168,1.168,0
2023-06-16 07:57:00,1.017,1.017,0
2023-06-16 13:55:00,1.61,1.61,0
2023-06-16 16:46:00,1.542,1.542,0
2023-06-16 21:38:00,1.374,1.374,0
2023-06-16 23:18:00,1.486,1.486,0
2023-06-17 01:44:00,1.615,1.615,0
2023-06-17 03:55:00,1.515,1.515,0
2023-06-17 05:27:00,1.265,1.265,0
2023-06-17 05:44:00,1.266,1.266,0
2023-06-17 14:00:00,1.675,1.675,0
2023-06-17 15:57:00,1.617,1.617,0
2023-06-17 17:32:00,1.235,1.235,0
2023-06-18 10:00:00,1.448,1.448,0
2023-06-19 10:38:00,1.471,1.471,0
2023-06-19 19:13:00,1.115,1.115,0
2023-06-20 06:07:00,1.301,1.301,0
2023-06-20 09:53:00,1.139,1.139,0
2023-06-21 05:35:00,1.407,1.407,0
2023-06-21 22:49:00,1.261,1.261,0
2023-06-22 03:36:00,1.55,1.55,0
2023-06-22 12:38:00,1.632,1.632,0
2023-06-22 14:06:00,1.606,1.606,0
2023-06-22 21:16:00,1.387,1.387,0
2023-06-23 01:14:00,1.576,1.576,0
2023-06-23 17:40:00,1.307,1.307,0
2023-06-23 22:00:00,1.31,1.31,0
2023-06-24 01:20:00,1.633,1.633,0
2023-06-25 01:21:00,1.553,1.553,0
2023-06-25 08:04:00,0.931,0.931,0
2023-06-25 11:12:00,1.672,1.672,0
2023-06-26 08:13:00,1.096,1.096,0
2023-06-26 14:10:00,1.58,1.58,0
2023-06-26 18:55:00,1.048,1.048,0
2023-06-27 06:08:00,1.219,1.219,0
2023-06-27 06:34:00,1.24,1.24,0
2023-06-27 07:01:00,1.055,1.055,0
2023-06-27 12:04:00,1.453,1.453,0
2023-06-27 15:38:00,1.606,1.606,0
2023-06-27 17:31:00,1.118,1.118,0
2023-06-27 20:14:00,1.238,1.238,0
