timestamp,power_consumption_w
2023-01-24 22:46:00,6.355
2023-01-25 04:32:00,7.152
2023-01-25 06:54:00,5.529
2023-01-25 09:54:00,6.37
2023-01-25 14:11:00,8.267
2023-01-25 14:14:00,8.213
2023-01-26 00:53:00,8.12
2023-01-26 20:41:00,5.891
2023-01-27 05:23:00,6.798
2023-01-27 07:35:00,5.504
2023-01-28 07:06:00,5.373
2023-01-28 18:13:00,5.262
2023-01-29 13:13:00,7.993
2023-01-29 20:37:00,6.248
2023-01-29 22:52:00,6.852
2023-01-30 10:30:00,7.524
2023-01-30 14:01:00,7.779
2023-01-30 22:16:00,6.553
2023-01-30 22:37:00,6.871
2023-01-31 02:06:00,8.053
2023-02-01 05:09:00,6.823
2023-02-01 05:26:00,6.98
2023-02-01 09:28:00,5.85
2023-02-02 04:11:00,6.664
2023-02-02 16:45:00,7.254
2023-02-02 20:00:00,5.875
2023-02-02 20:44:00,5.634
2023-02-03 01:27:00,8.278
2023-02-03 14:30:00,7.818
2023-02-03 23:26:00,7.392
2023-02-04 09:08:00,6.039
2023-02-04 15:17:00,7.947
2023-02-04 19:37:00,5.271
2023-02-05 10:14:00,7.865
2023-02-05 10:31:00,7.21
2023-02-05 10:32:00,7.469
2023-02-06 04:35:00,6.445
2023-02-07 08:02:00,4.85
2023-02-07 12:07:00,7.801
2023-02-07 12:31:00,8.046
2023-02-07 22:25:00,6.442
2023-02-08 02:52:00,8.381
2023-02-09 09:05:00,6.203
2023-02-09 22:20:00,6.898
2023-02-09 22:36:00,6.354
2023-02-10 04:33:00,6.828
2023-02-10 20:20:00,6.046
2023-02-11 05:32:00,6.764
2023-02-11 22:10:00,6.929
2023-02-14 04:36:00,7.127
2023-02-14 08:55:00,5.333
2023-02-15 02:05:00,7.995
2023-02-15 21:45:00,6.587
2023-02-16 04:42:00,6.876
2023-02-16 06:19:00,5.833
2023-02-16 07:56:00,5.278
2023-02-16 08:07:00,5.275
2023-02-16 22:05:00,6.727
2023-02-17 16:01:00,7.191
2023-02-17 19:22:00,4.884
2023-02-17 20:51:00,5.635
2023-02-18 05:32:00,6.631
2023-02-18 10:54:00,7.169
2023-02-18 12:03:00,8.441
2023-02-19 07:38:00,5.245
2023-02-19 08:20:00,5.291
2023-02-19 11:43:00,8.256
2023-02-19 15:31:00,8.05
2023-02-20 01:18:00,8.21
2023-02-20 12:34:00,7.959
2023-02-20 13:33:00,8.323
2023-02-20 19:55:00,5.38
2023-02-20 19:59:00,4.905
2023-02-21 10:47:00,7.223
2023-02-21 13:10:00,7.809
2023-02-21 18:46:00,5.572
2023-02-21 22:17:00,7.066
2023-02-22 06:14:00,5.979
2023-02-22 10:24:00,7.39
2023-02-23 15:27:00,7.886
2023-02-23 17:56:00,5.851
2023-02-23 22:11:00,6.408
2023-02-24 00:23:00,8.168
2023-02-24 00:27:00,7.992
2023-02-24 10:35:00,7.689
2023-02-24 15:59:00,8.226
2023-02-24 17:07:00,6.047
2023-02-24 21:41:00,6.507
2023-02-24 21:52:00,6.558
2023-02-25 08:41:00,5.109
2023-02-25 09:51:00,6.325
2023-02-25 16:34:00,7.08
2023-02-26 13:46:00,7.969
2023-02-27 09:23:00,6.14
2023-02-27 14:40:00,7.886
2023-02-28 10:34:00,7.479
2023-02-28 21:03:00,6.419
2023-03-01 01:48:00,7.96
2023-03-01 07:18:00,5.525
2023-03-01 20:59:00,6.206
2023-03-02 05:50:00,6.877
2023-03-02 09:07:00,6.085
2023-03-02 10:12:00,7.254
2023-03-02 10:59:00,7.651
2023-03-02 20:29:00,6.027
2023-03-02 21:04:00,6.799
2023-03-03 09:09:00,6.103
2023-03-03 09:56:00,6.056
2023-03-03 10:38:00,7.171
2023-03-03 12:10:00,7.962
2023-03-03 13:39:00,8.39
2023-03-03 13:50:00,8.112
2023-03-03 22:20:00,7.028
2023-03-04 04:39:00,6.681
2023-03-04 05:21:00,6.471
2023-03-04 08:34:00,4.821
2023-03-04 08:50:00,4.789
2023-03-04 13:45:00,7.997
2023-03-04 22:13:00,6.853
2023-03-05 07:30:00,5.545
2023-03-05 11:44:00,7.713
2023-03-05 21:38:00,6.675
2023-03-06 05:49:00,6.862
2023-03-06 11:59:00,8.325
2023-03-06 12:33:00,7.934
2023-03-07 02:25:00,7.892
2023-03-07 13:07:00,7.917
2023-03-07 23:46:00,7.452
2023-03-08 00:53:00,7.582
2023-03-08 04:16:00,6.676
2023-03-08 11:04:00,7.616
2023-03-08 12:13:00,7.964
2023-03-08 17:55:00,5.951
2023-03-09 05:46:00,6.406
2023-03-09 09:46:00,5.904
2023-03-09 16:48:00,6.992
2023-03-09 17:31:00,5.797
2023-03-09 20:51:00,5.85
2023-03-10 07:14:00,5.31
2023-03-10 17:55:00,5.558
2023-03-10 21:59:00,6.485
2023-03-11 10:39:00,7.335
2023-03-11 21:51:00,6.767
2023-03-12 03:51:00,7.307
2023-03-12 04:38:00,7.272
2023-03-12 06:06:00,5.972
2023-03-12 12:20:00,7.684
2023-03-12 18:15:00,5.234
2023-03-12 19:30:00,5.043
2023-03-13 01:16:00,8.443
2023-03-13 06:25:00,5.792
2023-03-13 07:07:00,5.447
2023-03-13 15:49:00,8.634
2023-03-13 16:17:00,7.402
2023-03-13 17:51:00,5.863
2023-03-13 18:14:00,5.093
2023-03-14 02:50:00,8.043
2023-03-14 12:50:00,8.517
2023-03-14 13:32:00,7.692
2023-03-14 14:47:00,7.745
2023-03-14 19:48:00,4.934
2023-03-16 01:48:00,7.771
2023-03-16 04:42:00,6.845
2023-03-16 04:57:00,6.701
2023-03-16 14:19:00,8.086
2023-03-16 18:25:00,5.238
2023-03-17 08:11:00,5.318
2023-03-17 09:51:00,6.09
2023-03-17 14:09:00,7.649
2023-03-17 16:58:00,7.301
2023-03-17 19:54:00,4.995
2023-03-18 00:29:00,7.879
2023-03-18 19:39:00,5.484
2023-03-18 22:41:00,7.208
2023-03-19 02:09:00,8.082
2023-03-19 12:15:00,8.217
2023-03-20 03:32:00,7.44
2023-03-20 20:51:00,5.916
2023-03-21 00:00:00,7.994
2023-03-21 01:40:00,7.879
2023-03-21 07:13:00,5.358
2023-03-21 13:50:00,7.857
2023-03-22 11:44:00,8.151
2023-03-22 13:55:00,8.108
2023-03-23 06:08:00,6.254
2023-03-23 06:10:00,6.106
2023-03-23 06:29:00,6.178
2023-03-23 07:22:00,4.978
2023-03-23 08:44:00,5.014
2023-03-23 09:32:00,6.31
2023-03-23 21:38:00,6.472
2023-03-23 21:50:00,6.865
2023-03-24 01:24:00,7.955
2023-03-24 12:37:00,7.852
2023-03-24 19:01:00,5.73
2023-03-24 22:03:00,6.537
2023-03-24 22:41:00,7.158
2023-03-24 23:01:00,6.88
2023-03-24 23:30:00,7.069
2023-03-25 00:08:00,8.165
2023-03-25 11:20:00,7.991
2023-03-25 16:04:00,7.056
2023-03-25 18:20:00,5.232
2023-03-25 22:49:00,6.987
2023-03-26 02:31:00,7.987
2023-03-26 06:40:00,5.993
2023-03-26 08:44:00,5.527
2023-03-27 12:46:00,8.148
2023-03-28 02:07:00,7.455
2023-03-28 04:25:00,7.088
2023-03-28 05:23:00,6.066
2023-03-28 06:32:00,6.203
2023-03-28 08:40:00,4.885
2023-03-28 12:51:00,8.212
2023-03-28 18:04:00,5.144
2023-03-28 22:38:00,6.587
2023-03-29 04:59:00,6.882
2023-03-29 05:50:00,6.248
2023-03-29 11:07:00,7.86
2023-03-29 19:54:00,5.585
2023-03-29 22:46:00,6.571
2023-03-31 00:40:00,8.077
2023-03-31 03:00:00,7.245
2023-03-31 03:02:00,7.408
2023-03-31 12:29:00,7.676
2023-03-31 22:22:00,7.417
2023-03-31 22:33:00,6.593
2023-04-01 00:35:00,7.977
2023-04-01 01:29:00,8.357
2023-04-01 04:13:00,7.126
2023-04-01 07:18:00,5.257
2023-04-01 12:09:00,8.038
2023-04-02 02:01:00,8.684
2023-04-02 03:56:00,7.509
2023-04-02 10:05:00,6.881
2023-04-03 02:54:00,7.849
2023-04-03 07:29:00,5.321
2023-04-03 12:30:00,8.021
2023-04-04 10:39:00,8.011
2023-04-05 04:30:00,6.812
2023-04-05 15:04:00,8.034
2023-04-05 20:03:00,6.031
2023-04-05 23:42:00,7.752
2023-04-07 05:08:00,6.344
2023-04-07 06:59:00,5.977
2023-04-07 09:17:00,6.138
2023-04-07 15:36:00,7.749
2023-04-07 15:48:00,8.151
2023-04-07 22:24:00,6.786
2023-04-08 01:06:00,8.115
2023-04-08 03:44:00,7.188
2023-04-08 04:21:00,6.789
2023-04-08 18:45:00,4.884
2023-04-08 21:12:00,6.105
2023-04-09 05:55:00,6.376
2023-04-09 09:06:00,5.736
2023-04-10 15:46:00,8.215
2023-04-10 21:46:00,6.177
2023-04-11 02:24:00,8.503
2023-04-11 06:32:00,5.726
2023-04-11 11:56:00,7.723
2023-04-12 12:07:00,8.293
2023-04-13 17:21:00,6.182
2023-04-13 23:53:00,7.35
2023-04-14 06:15:00,5.795
2023-04-14 08:00:00,4.98
2023-04-15 05:55:00,6.405
2023-04-15 19:07:00,5.692
2023-04-16 07:16:00,5.618
2023-04-16 16:42:00,7.209
2023-04-17 05:09:00,6.386
2023-04-17 14:53:00,7.976
2023-04-18 14:29:00,8.162
2023-04-18 17:01:00,6.348
2023-04-19 00:04:00,7.837
2023-04-19 13:06:00,7.8
2023-04-19 17:48:00,6.313
2023-04-20 15:45:00,8.269
2023-04-22 07:21:00,5.154
2023-04-22 09:04:00,5.793
2023-04-22 10:53:00,7.262
2023-04-22 23:53:00,7.225
2023-04-23 01:32:00,8.024
2023-04-23 03:08:00,7.271
2023-04-23 10:04:00,7.431
2023-04-23 14:49:00,7.92
2023-04-23 18:45:00,5.283
2023-04-24 20:07:00,5.923
2023-04-24 21:57:00,6.627
2023-04-25 08:33:00,5.044
2023-04-25 13:40:00,7.892
2023-04-26 09:22:00,6.165
2023-04-26 17:35:00,5.911
2023-04-26 21:04:00,6.453
2023-04-27 13:42:00,8.42
2023-04-27 15:11:00,7.589
2023-04-28 00:50:00,7.981
2023-04-28 02:20:00,8.639
2023-04-28 08:14:00,4.84
2023-04-28 10:18:00,6.953
2023-04-29 04:15:00,7.23
2023-04-29 05:04:00,6.421
2023-04-29 23:41:00,7.192
2023-04-30 07:02:00,5.336
2023-04-30 13:24:00,8.028
2023-05-01 13:38:00,8.282
2023-05-01 16:57:00,7.07
2023-05-01 21:25:00,6.382
2023-05-01 23:44:00,7.161
2023-05-03 07:48:00,4.929
2023-05-03 13:01:00,8.016
2023-05-03 14:05:00,7.94
2023-05-03 20:16:00,5.96
2023-05-03 23:13:00,7.247
2023-05-04 10:06:00,7.632
2023-05-04 12:24:00,8.155
2023-05-04 21:37:00,6.504
2023-05-05 00:24:00,8.054
2023-05-05 21:51:00,6.71
2023-05-05 21:59:00,6.908
2023-05-06 07:04:00,5.161
2023-05-06 10:39:00,7.108
2023-05-06 14:57:00,7.932
2023-05-07 02:19:00,8.072
2023-05-07 06:28:00,5.891
2023-05-07 14:26:00,8.179
2023-05-07 21:19:00,6.794
2023-05-08 02:37:00,8.175
2023-05-08 15:07:00,8.003
2023-05-09 11:56:00,8.42
2023-05-10 16:02:00,7.64
2023-05-10 21:00:00,6.679
2023-05-11 02:33:00,7.686
2023-05-11 04:11:00,6.728
2023-05-11 19:03:00,5.398
2023-05-12 05:10:00,6.616
2023-05-12 17:41:00,5.441
2023-05-12 22:16:00,7.385
2023-05-13 17:21:00,6.311
2023-05-13 23:14:00,7.519
2023-05-14 00:54:00,8.061
2023-05-14 17:09:00,6.488
2023-05-14 17:57:00,5.695
2023-05-14 20:04:00,6.159
2023-05-14 20:51:00,5.971
2023-05-14 22:41:00,7.417
2023-05-14 23:24:00,7.442
2023-05-15 10:31:00,6.9
2023-05-15 12:05:00,8.283
2023-05-15 12:24:00,7.971
2023-05-15 17:57:00,6.216
2023-05-15 18:57:00,5.109
2023-05-16 10:23:00,7.298
2023-05-16 12:04:00,8.171
2023-05-18 04:35:00,6.494
2023-05-18 14:39:00,8.092
2023-05-18 15:47:00,7.868
2023-05-18 21:35:00,6.917
2023-05-18 23:14:00,7.505
2023-05-19 09:53:00,6.13
2023-05-19 14:34:00,7.998
2023-05-19 15:32:00,7.751
2023-05-19 21:02:00,7.285
2023-05-19 23:52:00,7.084
2023-05-20 02:04:00,8.206
2023-05-20 03:59:00,7.457
2023-05-20 09:16:00,5.964
2023-05-20 20:25:00,5.725
2023-05-20 23:26:00,7.337
2023-05-21 03:26:00,6.971
2023-05-21 05:30:00,6.178
2023-05-21 09:39:00,5.953
2023-05-21 15:00:00,8.352
2023-05-21 21:40:00,6.869
2023-05-22 10:50:00,7.229
2023-05-23 03:07:00,7.5
2023-05-23 03:08:00,7.356
2023-05-23 17:41:00,6.314
2023-05-24 02:04:00,7.444
2023-05-24 03:56:00,7.664
2023-05-25 03:53:00,7.636
2023-05-26 09:28:00,6.017
2023-05-27 03:40:00,7.468
2023-05-27 08:10:00,5.654
2023-05-27 18:54:00,4.975
2023-05-27 20:03:00,5.764
2023-05-28 03:37:00,6.799
2023-05-28 07:53:00,5.082
2023-05-29 00:57:00,7.774
2023-05-29 11:23:00,7.874
2023-05-29 17:26:00,6.155
2023-05-29 19:10:00,5.267
2023-05-30 00:46:00,7.926
2023-05-30 04:27:00,6.905
2023-05-30 04:52:00,6.79
2023-05-30 06:04:00,6.222
2023-05-30 20:22:00,5.356
2023-05-31 13:42:00,7.935
2023-06-01 15:12:00,8.002
2023-06-01 15:48:00,8.093
2023-06-01 19:38:00,5.696
2023-06-02 01:35:00,8.262
2023-06-02 16:17:00,7.311
2023-06-02 20:53:00,5.84
2023-06-03 18:01:00,5.265
2023-06-03 21:20:00,6.798
2023-06-04 10:57:00,7.415
2023-06-04 18:41:00,4.706
2023-06-04 23:07:00,7.184
2023-06-05 00:58:00,7.957
2023-06-05 08:58:00,4.921
2023-06-05 12:30:00,7.983
2023-06-06 09:30:00,6.749
2023-06-06 12:36:00,8.456
2023-06-07 21:27:00,6.623
2023-06-08 02:04:00,8.091
2023-06-08 05:42:00,6.78
2023-06-08 13:16:00,8.343
2023-06-09 00:21:00,7.823
2023-06-09 01:35:00,7.718
2023-06-09 10:40:00,8.116
2023-06-09 19:30:00,5.294
2023-06-09 19:51:00,5.225
2023-06-09 20:35:00,5.863
2023-06-09 22:27:00,6.895
2023-06-10 04:57:00,6.401
2023-06-10 07:12:00,5.102
2023-06-10 13:31:00,7.798
2023-06-10 20:53:00,6.005
2023-06-11 20:47:00,6.002
2023-06-11 23:16:00,6.877
2023-06-12 00:53:00,8.363
2023-06-12 01:10:00,8.063
2023-06-12 01:27:00,8.313
2023-06-12 03:29:00,7.114
2023-06-12 03:34:00,7.173
2023-06-12 05:35:00,6.791
2023-06-12 08:58:00,5.404
2023-06-13 12:03:00,8.171
2023-06-13 12:55:00,8.238
2023-06-14 13:08:00,7.659
2023-06-14 14:53:00,7.65
2023-06-14 16:01:00,7.425
2023-06-15 06:10:00,5.66
2023-06-15 20:27:00,5.926
2023-06-16 00:02:00,8.09
2023-06-16 03:05:00,7.04
2023-06-16 22:51:00,6.868
2023-06-17 04:15:00,6.872
2023-06-17 07:10:00,5.329
2023-06-18 00:09:00,8.125
2023-06-18 05:30:00,6.426
2023-06-18 07:09:00,5.373
2023-06-18 14:23:00,7.77
2023-06-19 13:27:00,8.053
2023-06-19 17:47:00,5.892
2023-06-20 06:34:00,6.424
2023-06-20 06:44:00,6.029
2023-06-20 13:11:00,7.908
2023-06-21 04:20:00,7.093
2023-06-21 05:11:00,6.402
2023-06-21 14:00:00,8.31
2023-06-21 19:19:00,5.438
2023-06-22 01:04:00,7.863
2023-06-22 02:06:00,8.069
2023-06-22 09:10:00,5.961
2023-06-22 14:43:00,7.869
2023-06-23 05:14:00,6.456
2023-06-23 05:43:00,6.566
2023-06-23 06:08:00,5.792
2023-06-23 12:11:00,7.549
2023-06-24 02:41:00,7.819
2023-06-24 10:00:00,7.354
2023-06-24 22:34:00,7.13
2023-06-24 23:36:00,7.075
2023-06-25 00:16:00,7.871
2023-06-25 01:50:00,8.144
2023-06-25 09:18:00,5.928
2023-06-25 10:08:00,7.55
2023-06-25 19:57:00,5.26
2023-06-25 22:18:00,7.098
2023-06-26 21:57:00,6.503
2023-06-26 22:59:00,6.806
2023-06-26 23:15:00,7.842
2023-06-26 23:51:00,7.03
2023-06-27 05:30:00,6.238
2023-06-27 10:25:00,7.641
2023-06-27 19:47:00,5.193
2023-06-28 21:40:00,6.542
2023-06-29 07:24:00,5.381
2023-06-29 18:40:00,5.227
2023-06-29 20:09:00,5.442
2023-06-29 23:31:00,6.911
2023-06-30 00:03:00,8.157
2023-06-30 01:36:00,7.9
2023-06-30 01:50:00,8.084
2023-06-30 04:56:00,6.901
2023-06-30 07:26:00,4.695
2023-06-30 09:10:00,6.14
2023-06-30 12:26:00,8.03
2023-06-30 16:03:00,7.579
2023-06-30 18:35:00,5.382
2023-06-30 19:49:00,5.012
2023-07-01 17:18:00,6.132
2023-07-02 06:52:00,5.804
2023-07-02 11:59:00,7.603
2023-07-03 05:33:00,6.544
2023-07-03 06:50:00,5.9
2023-07-03 06:56:00,5.889
2023-07-03 22:58:00,7.236
2023-07-04 13:49:00,7.699
2023-07-04 14:20:00,7.959
2023-07-04 15:54:00,7.865
2023-07-04 17:11:00,5.921
2023-07-04 19:10:00,5.438
2023-07-04 19:39:00,5.206
2023-07-05 11:06:00,7.929
2023-07-05 11:48:00,8.537
2023-07-05 14:37:00,8.104
2023-07-06 02:09:00,7.627
2023-07-06 06:32:00,6.043
2023-07-07 01:13:00,7.797
2023-07-07 02:29:00,8.195
2023-07-07 05:29:00,6.574
2023-07-07 06:25:00,5.885
2023-07-07 10:49:00,7.558
2023-07-07 20:01:00,6.009
2023-07-08 08:20:00,5.717
2023-07-09 20:35:00,6.18
2023-07-09 22:47:00,6.463
2023-07-10 01:30:00,7.886
2023-07-10 01:31:00,7.596
2023-07-10 03:10:00,7.33
2023-07-10 06:58:00,5.78
2023-07-10 15:46:00,8.147
2023-07-10 16:26:00,7.202
2023-07-10 16:31:00,7.189
2023-07-11 07:27:00,5.118
2023-07-11 09:49:00,5.865
2023-07-11 17:57:00,5.894
2023-07-11 19:04:00,4.925
2023-07-11 21:57:00,6.94
2023-07-11 23:08:00,7.135
2023-07-12 02:29:00,7.842
2023-07-12 22:34:00,7.195
2023-07-13 04:54:00,7.143
2023-07-13 11:12:00,7.862
2023-07-13 16:54:00,7.923
2023-07-13 20:09:00,5.94
2023-07-14 00:16:00,7.742
2023-07-14 00:47:00,7.868
2023-07-14 17:31:00,6.274
2023-07-14 22:28:00,6.576
2023-07-15 23:08:00,7.079
2023-07-16 00:08:00,8.326
2023-07-16 02:53:00,7.672
2023-07-16 16:43:00,7.276
2023-07-16 18:07:00,5.015
2023-07-16 19:17:00,5.519
2023-07-17 11:05:00,7.764
2023-07-17 18:13:00,5.471
2023-07-17 20:17:00,6.401
2023-07-18 02:37:00,8.315
2023-07-18 20:22:00,5.924
2023-07-19 11:43:00,8.06
2023-07-19 13:09:00,7.742
2023-07-19 19:32:00,5.089
2023-07-20 05:17:00,6.628
2023-07-20 08:23:00,5.177
2023-07-20 08:52:00,5.757
2023-07-20 14:04:00,7.914
2023-07-20 14:41:00,7.832
2023-07-20 19:28:00,5.082
2023-07-20 19:30:00,5.065
2023-07-22 01:39:00,7.986
2023-07-22 11:34:00,7.874
2023-07-22 14:56:00,7.668
2023-07-22 17:23:00,5.898
2023-07-23 07:10:00,5.498
2023-07-23 13:26:00,7.939
2023-07-24 13:50:00,8.187
2023-07-24 14:04:00,7.75
2023-07-25 00:02:00,7.644
2023-07-25 11:16:00,7.891
2023-07-25 17:15:00,6.426
2023-07-25 22:27:00,7.168
2023-07-26 03:57:00,7.602
2023-07-26 12:52:00,7.522
2023-07-26 22:19:00,6.824
2023-07-27 13:01:00,8.229
2023-07-29 02:49:00,8.478
2023-07-29 19:37:00,5.681
2023-07-29 20:56:00,6.036
2023-07-30 06:23:00,5.89
2023-07-30 19:41:00,5.186
2023-07-30 19:50:00,5.516
2023-07-31 01:49:00,8.157
2023-07-31 03:01:00,6.96
2023-07-31 10:32:00,7.296
2023-08-01 13:53:00,8.125
2023-08-02 06:36:00,5.751
2023-08-02 11:11:00,8.218
2023-08-02 11:16:00,7.806
2023-08-02 18:04:00,5.402
2023-08-02 21:54:00,6.538
2023-08-03 00:05:00,7.919
2023-08-03 17:32:00,6.235
2023-08-04 07:40:00,5.314
2023-08-04 14:12:00,7.805
2023-08-05 07:01:00,5.922
2023-08-05 19:41:00,5.409
2023-08-05 22:21:00,6.825
2023-08-06 11:23:00,8.171
2023-08-06 22:17:00,7.079
2023-08-07 04:56:00,6.836
2023-08-07 20:13:00,5.737
2023-08-08 07:33:00,5.064
2023-08-08 22:34:00,6.893
2023-08-09 00:38:00,8.471
2023-08-09 01:35:00,8.016
2023-08-09 07:18:00,5.565
2023-08-09 11:40:00,8.014
2023-08-10 10:48:00,6.802
2023-08-10 21:41:00,6.441
2023-08-11 16:07:00,7.083
2023-08-11 16:11:00,6.786
2023-08-11 19:16:00,5.557
2023-08-12 11:05:00,7.827
2023-08-12 14:45:00,8.389
2023-08-12 15:42:00,7.699
2023-08-12 18:15:00,5.155
2023-08-12 20:50:00,6.165
2023-08-13 12:54:00,8.02
2023-08-13 18:23:00,5.469
2023-08-14 18:24:00,5.316
2023-08-15 00:06:00,8.182
2023-08-15 05:44:00,6.351
2023-08-15 07:17:00,5.548
2023-08-15 08:42:00,5.317
2023-08-15 11:06:00,7.688
2023-08-15 14:18:00,8.319
2023-08-15 15:57:00,8.091
2023-08-15 16:21:00,7.164
2023-08-15 21:21:00,6.599
2023-08-16 10:09:00,7.17
2023-08-16 11:37:00,8.053
2023-08-17 17:50:00,6.035
2023-08-18 12:56:00,8.519
2023-08-18 17:46:00,5.944
2023-08-19 07:00:00,5.564
2023-08-19 21:17:00,6.771
2023-08-20 00:49:00,8.069
2023-08-20 05:36:00,6.256
2023-08-20 07:44:00,5.346
2023-08-20 11:56:00,8.146
2023-08-20 19:19:00,5.281
2023-08-20 20:16:00,5.695
2023-08-21 12:20:00,7.918
2023-08-21 19:32:00,6.021
2023-08-21 20:16:00,5.901
2023-08-22 06:23:00,6.145
2023-08-22 07:36:00,5.171
2023-08-22 22:27:00,6.858
2023-08-23 04:56:00,6.967
2023-08-23 07:15:00,5.463
2023-08-23 09:24:00,5.993
2023-08-23 15:12:00,8.328
2023-08-24 00:46:00,8.16
2023-08-24 03:55:00,7.629
2023-08-24 04:29:00,6.751
2023-08-24 07:21:00,5.219
2023-08-24 20:34:00,6.069
2023-08-24 22:45:00,7.149
2023-08-25 01:12:00,8.039
2023-08-25 07:51:00,5.42
2023-08-25 09:36:00,6.001
2023-08-25 14:24:00,8.197
2023-08-26 00:50:00,7.957
2023-08-26 02:28:00,7.693
2023-08-26 10:56:00,7.628
2023-08-26 13:09:00,7.997
2023-08-26 16:36:00,7.109
2023-08-26 18:21:00,4.54
2023-08-27 05:54:00,6.186
2023-08-27 09:13:00,6.269
2023-08-27 21:31:00,6.791
2023-08-28 03:53:00,7.099
2023-08-28 07:42:00,5.212
2023-08-28 07:48:00,5.334
2023-08-28 10:03:00,7.074
2023-08-28 10:16:00,7.123
2023-08-28 21:45:00,6.744
2023-08-29 03:39:00,7.55
2023-08-29 06:11:00,5.584
2023-08-30 01:26:00,7.836
2023-08-30 06:23:00,5.834
2023-08-30 10:36:00,7.698
2023-08-30 17:19:00,5.928
2023-08-30 22:37:00,6.76
2023-08-31 06:05:00,5.905
2023-08-31 10:50:00,7.159
2023-09-01 07:20:00,5.047
2023-09-01 16:58:00,7.631
2023-09-02 09:32:00,5.98
2023-09-02 13:20:00,8.083
2023-09-02 17:50:00,6.369
2023-09-02 18:51:00,5.092
2023-09-03 13:55:00,7.749
2023-09-03 17:45:00,6.373
2023-09-04 17:46:00,6.349
2023-09-04 22:05:00,6.902
2023-09-05 06:34:00,5.698
2023-09-05 11:36:00,7.848
2023-09-05 11:38:00,7.943
2023-09-06 21:16:00,6.744
2023-09-07 00:04:00,8.001
2023-09-07 03:22:00,7.213
2023-09-07 04:17:00,6.631
2023-09-07 12:48:00,8.177
2023-09-07 14:12:00,8.075
2023-09-07 19:10:00,5.165
2023-09-08 02:29:00,8.22
2023-09-08 02:50:00,7.658
2023-09-08 06:56:00,5.973
2023-09-08 11:02:00,8.039
2023-09-08 14:34:00,7.969
2023-09-08 17:44:00,6.071
2023-09-09 10:28:00,7.468
2023-09-09 16:34:00,7.384
2023-09-09 20:14:00,5.578
2023-09-10 00:40:00,8.311
2023-09-10 04:45:00,6.933
2023-09-10 08:32:00,5.168
